geneid	start	end	synonyms
ylcI	580251	580445	['ECK4399']
nohD	580834	581379	['ECK0552', 'nohB']
aaaD	581354	581662	['ECK4439', 'ylcF']
tfaD	581534	582097	['ECK0553', 'ybcX']
ybcY	582152	582806	['ECK0554']
tfaX	582875	583060	['ECK0555', 'ylcE']
appY	583681	584430	['ECK0556']
ompT	584680	585633	['ECK0557']
envY	586147	586908	['ECK0558']
ybcH	587091	587981	['ECK0559']
nfrA	587982	590954	['ECK0560']
nfrB	590941	593178	['ECK0561']
cusS	593328	594770	['ECK0562', 'ybcZ']
cusR	594760	595443	['ECK0563', 'ylcA']
cusC	595600	596973	['ECK0564', 'ibeB', 'ylcB']
cusF	597131	597463	['cusX', 'ECK0565', 'ylcC']
cusB	597479	598702	['ECK0566', 'ylcD']
cusA	598714	601857	['ECK0567', 'ybdE']
pheP	601959	603335	['ECK0568']
ybdG	603416	604663	['ECK0569']
nfsB	604771	605424	['dprA', 'ECK0570', 'nfnB', 'ntr']
ybdF	605518	605886	['ECK0571']
ybdJ	605951	606199	['ECK0572']
ybdK	606265	607383	['ECK0573']
sokE	607733	607792	['ECK4692']
hokE	607836	607988	['ECK0574', 'ybdY']
insL2	608065	609177	['ECK0016', 'yi81-2']
entD	609459	610079	['ECK0575']
fepA	610254	612494	['cbr', 'cbt', 'ECK0576', 'fep', 'feuB']
fes	612737	613939	['ECK0577']
ybdZ	613942	614160	['ECK0578']
entF	614157	618038	['ECK0579']
fepE	618254	619387	['ECK0580']
fepC	619384	620199	['ECK0581']
fepG	620196	621188	['ECK0582']
fepD	621185	622189	['ECK0583']
entS	622300	623550	['ECK0584', 'ybdA']
fepB	623554	624510	['ECK0585']
entC	624885	626060	['ECK0586', 'fepF']
entE	626070	627680	['ECK0587']
entB	627694	628551	['ECK0588', 'entG']
entA	628551	629297	['ECK0589']
entH	629300	629713	['ECK0590', 'ybdB']
cstA	629894	631999	['ECK0591', 'ybdC']
ybdD	632182	632379	['ECK0592']
hcxA	632389	633477	['ECK0593', 'ybdH']
ybdL	633586	634746	['ECK0594']
ybdM	634747	635376	['ECK0595']
ybdN	635349	636569	['ECK0596']
ybdO	636716	637618	['ECK0597']
dsbG	637827	638573	['ECK0598', 'ybdP']
ahpC	638945	639508	['ECK0599', 'ssi8', 'tpx']
ahpF	639753	641318	['ECK0600']
uspG	641439	641867	['ECK0601', 'UP12', 'ybdQ', 'yzzU']
ybdR	642088	643326	['ECK0602']
yldA	643330	643419	['ECK4591']
rnk	643557	643967	['ECK0603']
rna	644197	645003	['ECK0604', 'rnsA']
citT	645117	646580	['ECK0605', 'ybdS']
citG	646631	647509	['ECK0606', 'ybdT']
citX	647484	648035	['ECK0607', 'ybdU']
citF	648039	649571	['ECK0608', 'ybdV']
citE	649582	650490	['ECK0609', 'ybdW']
citD	650487	650783	['ECK0610', 'ybdX']
citC	650798	651856	['ECK0611', 'ybeO']
dpiB	652235	653893	['citA', 'ECK0612', 'mpdB', 'ybeP']
dpiA	653862	654542	['citB', 'criR', 'ECK0613', 'mpdA']
dcuC	654583	655968	['ECK0614']
pagP	656557	657117	['crcA', 'ECK0615', 'ybeG']
cspE	657292	657501	['ECK0616', 'gicA', 'msmC']
crcB	657555	657938	['ECK0617', 'ybeI']
ybeM	658031	658818	['b0625', 'b0626', 'ECK0618', 'ECK0619', 'ybeH']
tatE	658947	659150	['ECK0620', 'ybeC']
lipA	659251	660216	['ECK0621', 'lip']
ybeF	660425	661378	['ECK0622']
lipB	661637	662278	['cde', 'ECK0623', 'lip']
ybeD	662379	662642	['ECK0624']
dacA	662752	663963	['ECK0625', 'pfv']
rlpA	664102	665190	['ECK0626']
mrdB	665201	666313	['ECK0627', 'rodA']
mrdA	666316	668217	['ECK0628', 'pbpA']
rlmH	668248	668715	['ECK0629', 'ybeA']
rsfS	668719	669036	['ECK0630', 'rsfA', 'ybeB']
cobC	669296	669907	['ECK0631', 'phpB']
nadD	669931	670572	['ECK0632', 'fusB', 'ybeN']
holA	670574	671605	['ECK0633']
lptE	671605	672186	['ECK0634', 'rlpB']
leuS	672201	674783	['ECK0635', 'syl']
ybeL	675018	675500	['ECK0636']
ybeQ	675570	676547	['ECK0637']
ybeR	676711	677418	['ECK0638']
djlB	677415	678842	['ECK0639', 'ybeS']
ybeT	678852	679406	['ECK0640']
ybeU	679508	680215	['ECK0641']
djlC	680212	681663	['ECK0642', 'hsc56', 'hscD', 'ybeV']
hscC	681723	683393	['ECK0643', 'ybeW']
rihA	683477	684412	['ECK0644', 'ybeK']
gltL	684530	685255	['ECK0645']
gltK	685255	685929	['ECK0646']
gltJ	685929	686669	['ECK0647']
sroC	686681	686843	['ECK4620', 'HB_314']
gltI	686839	687747	['ECK0648', 'ybeJ', 'yzzK']
insH3	687997	688977	['ECK0261', 'trs5-3', 'yi52_3']
lnt	689343	690881	['cutE', 'ECK0649']
ybeX	690906	691784	['ECK0650']
ybeY	691874	692341	['ECK0651']
ybeZ	692338	693378	['ECK0652', 'phoL']
miaB	693531	694955	['ECK0653', 'yleA']
ubiF	695101	696276	['ECK0654', 'yleB']
glnX	696430	696504	['ECK0655', 'glnV-beta', 'glnVbeta', 'supE']
glnV	696542	696616	['ECK0656', 'glnValpha', 'Su2', 'suII', 'supE']
metU	696664	696740	['ECK0657', 'metT-beta', 'metTbeta']
glnW	696756	696830	['ECK0658', 'glnU-beta', 'glnUbeta']
glnU	696865	696939	['ECK0659', 'glnUalpha', 'supB', 'trnA']
leuW	696963	697047	['ECK0660', 'feeB']
metT	697057	697133	['ECK0661', 'metTalpha']
asnB	697513	699177	['ECK0662']
umpH	699574	700326	['ECK0663', 'nagD']
nagC	700374	701594	['ECK0664', 'nagR']
nagA	701603	702751	['ECK0665']
nagB	702811	703611	['ECK0666', 'glmD']
nagE	703944	705890	['ECK0667', 'pstN', 'ptsN']
glnS	706093	707757	['ECK0668']
chiZ	708236	708333	['ECK4665']
chiP	708334	709740	['ECK0669', 'ybfM']
chiQ	709790	710116	['ECK0670', 'ybfN']
fur	710200	710646	['ECK0671']
uof	710639	710725	['ECK4461']
fldA	710935	711465	['ECK0672']
ybfE	711605	711898	['ECK0673']
ybfF	712038	712802	['ECK0674']
seqA	712987	713532	['ECK0675', 'hsm-1']
pgm	713558	715198	['blu', 'ECK0676']
ybfP	715412	715906	['ECK0677']
ybfG	715947	716597	['b0690', 'ECK0678', 'ECK0679', 'ybfH']
ybfI	716721	716870	['ECK4436']
potE	716946	718265	['ECK0680']
speF	718262	720460	['ECK0681']
speFL	720718	720822	['ECK4660']
kdpE	721056	721733	['ECK0682']
kdpD	721730	724414	['ECK0683', 'kac']
kdpC	724407	724979	['ECK0684', 'kac']
kdpB	724988	727036	['ECK0685', 'kac']
kdpA	727059	728732	['ECK0686', 'kac']
kdpF	728732	728821	['ECK0687']
ybfA	729134	729340	['ECK0688']
rhsC	729583	733776	['ECK0689']
ybfB	733776	734102	['ECK0690']
ybfO	734220	735653	['ECK0691']
ybfC	735650	736219	['ECK0692']
ybfQ	736445	736699	['ECK0693']
ybfL	736900	737961	['ECK0694']
ybfD	738092	738853	['ECK0695']
ybgA	739001	739510	['ECK0696', 'tkp']
phr	739507	740925	['ECK0697', 'phrB']
dtpD	741075	742556	['ECK0698', 'ybgH']
ybgI	742827	743570	['ECK0699']
pxpB	743593	744249	['ECK0700', 'ybgJ']
pxpC	744243	745175	['ECK0701', 'ybgK']
pxpA	745165	745899	['ECK0702', 'ybgL']
nei	745935	746726	['ECK0703']
abrB	746723	747769	['ECK0704', 'ybgN']
ybgO	747921	748982	['ECK0705']
ybgP	748979	749707	['ECK0706']
ybgQ	749722	752169	['ECK0707']
ybgD	752229	752795	['ECK0708']
gltA	753185	754468	['ECK0709', 'gluT', 'icdB']
ybgV	754658	754690	['ECK4625']
ybgU	754674	754781	['ECK4592']
sdhC	755177	755566	['cybA', 'cybL', 'dhsC', 'ECK0710']
sdhD	755560	755907	['cybS', 'dhsD', 'ECK0711']
sdhA	755907	757673	['dhsA', 'ECK0712']
sdhB	757689	758405	['dhsB', 'ECK0713']
sucA	758706	761507	['ECK0714', 'lys+met']
sucB	761522	762739	['ECK0715']
sucC	763014	764180	['ECK0716']
sucD	764180	765049	['ECK0717']
sdhX	765050	765150	['ECK4621', 'rybD']
mngR	765153	765875	['ECK0718', 'farR', 'ybgB']
mngA	765984	767960	['ECK0719', 'frx', 'hrsA']
mngB	767978	770611	['ECK0720', 'ybgG']
cydA	771458	773026	['cyd-1', 'ECK0721']
cydB	773042	774181	['cyd-2', 'ECK0722']
cydX	774196	774309	['ECK0723', 'ybgT']
ybgE	774309	774602	['ECK0724']
ybgC	774752	775156	['ECK0725']
tolQ	775153	775845	['ECK0726', 'fii', 'tolP']
tolR	775849	776277	['ECK0727']
tolA	776342	777607	['cim', 'ECK0728', 'excC', 'lky', 'tol-2']
tolB	777740	779032	['ECK0729', 'lky', 'lkyA', 'tol-3']
pal	779067	779588	['ECK0730', 'excC']
cpoB	779598	780389	['ECK0731', 'ybgF']
lysT	780554	780629	['ECK0732', 'lysTalpha', 'sua', 'supG', 'supL', 'Su[beta]']
valT	780765	780840	['ECK0733', 'valTa', 'valTalpha']
lysW	780843	780918	['ECK0734', 'lysT-beta', 'lysTbeta', 'su']
valZ	781068	781143	['ECK0735', 'valTb', 'valTbeta']
lysY	781147	781222	['ECK0736', 'lysTg', 'lysTgamma']
lysZ	781369	781444	['ECK0737']
lysQ	781577	781652	['ECK0738']
nadA	782085	783128	['ECK0739', 'nicA']
pnuC	783166	783885	['ECK0740']
zitB	783882	784823	['ECK0741', 'ybgR']
ybgS	784937	785317	['ECK0742']
aroG	785633	786685	['ECK0743']
gpmA	786843	787595	['ECK0744', 'gpm']
galM	787797	788837	['ECK0745']
galK	788831	789979	['ECK0746', 'galA']
galT	789983	791029	['ECK0747', 'galB']
galE	791039	792055	['ECK0748', 'galD']
modF	792316	793788	['chlD', 'ECK0749', 'phrA']
modE	793856	794644	['chlD', 'ECK0750', 'modR']
acrZ	794773	794922	['ECK0751', 'ybhT']
modA	795089	795862	['ECK0752']
modB	795862	796551	['chlJ', 'ECK0753', 'tslJ']
modC	796554	797612	['chlD', 'ECK0754', 'narD']
ybhA	797613	798431	['ECK0755']
pgl	798586	799581	['ECK0756', 'ybhE']
ybhD	799622	800575	['ECK0757']
ybhH	800759	801811	['ECK0758']
ybhI	801887	803320	['ECK0759']
ybhJ	803503	805764	['ECK0760']
ybhC	805998	807281	['ECK0761']
ybhB	807433	807909	['ECK0762']
bioA	807968	809257	['ECK0763']
bioB	809344	810384	['ECK0764']
bioF	810381	811535	['ECK0765']
bioC	811522	812277	['ECK0766']
bioD	812270	812947	['ECK0767']
uvrB	813526	815547	['dar-1', 'dar-6', 'ECK0768']
ybhK	815739	816647	['ECK0769']
moaA	817044	818033	['bisA', 'chlA', 'chlA1', 'ECK0770', 'narA']
moaB	818055	818567	['chlA2', 'ECK0771']
moaC	818570	819055	['chlA3', 'ECK0772']
moaD	819048	819293	['chlA4', 'chlM', 'ECK0773']
moaE	819295	819747	['chlA5', 'ECK0774']
ybhL	819884	820588	['ECK0775']
ybhM	820793	821506	['ECK0776']
ybhN	821542	822498	['ECK0777']
clsB	822498	823739	['ECK0778', 'ybhO']
ybhP	823736	824497	['ECK0779']
ybhQ	824630	825040	['ECK0780']
ybhR	825002	826108	['ECK0781']
ybhS	826119	827252	['ECK0782']
ybhF	827245	828981	['ECK0783']
ybhG	828974	829972	['ECK0784']
cecR	829972	830643	['ECK0785', 'ybiH']
rhlE	830872	832236	['ECK0786']
ybiA	832468	832950	['ECK0787']
dinG	833070	835220	['ECK0788', 'rarB']
ybiB	835248	836210	['ECK0789']
hcxB	836351	837436	['ECK0790', 'ybiC']
zbiJ	837435	837531	['ECK4671']
ybiE	837503	837562	['ECK4626']
ybiJ	837665	837925	['ECK0791']
ybiI	838190	838456	['ECK0792']
ybiX	838530	839207	['ECK0793']
fiu	839249	841531	['ECK0794', 'ybiL']
mcbA	841796	842056	['ECK0795', 'ybiM']
rlmF	842332	843258	['ECK0796', 'ybiN']
ybiO	843255	845480	['ECK0797']
glnQ	845741	846463	['ECK0798']
glnP	846460	847119	['ECK0799']
glnH	847258	848004	['ECK0800']
dps	848408	848911	['ECK0801', 'pexB', 'vtm']
rhtA	849210	850097	['ECK0802', 'ybiF']
yliM	850332	850397	['ECK4593']
ompX	850450	850965	['ECK0803', 'ompP', 'ybiG']
opgE	851014	852597	['ECK0804', 'ybiP']
rybA	852725	853064	['ECK0806']
mntS	852869	852997	['ECK4517', 'G0-8881']
mntR	853183	853650	['ECK0807', 'ybiQ']
ybiR	853647	854765	['ECK0808']
ldtB	854824	855744	['ECK0809', 'ybiS']
ybiT	855963	857555	['ECK0810']
ybiU	857796	859061	['ECK0811']
ybiV	859213	860028	['ECK0812']
ybiW	860174	862606	['ECK0813', 'pflF']
ybiY	862612	863511	['ECK0814', 'pflE']
fsaA	863642	864304	['ECK0815', 'fsa', 'mipB', 'ybiZ']
moeB	864380	865129	['chlN', 'ECK0816']
moeA	865129	866364	['bisB', 'chlE', 'ECK0817', 'narE']
iaaA	866568	867533	['ECK0818', 'spt', 'ybiK']
gsiA	867520	869391	['ECK0819', 'yliA']
gsiB	869411	870949	['ECK0820', 'yliB']
gsiC	870967	871887	['ECK0821', 'yliC']
gsiD	871890	872801	['ECK0822', 'yliD']
pdeI	872979	875327	['ECK0823', 'yliE']
dgcI	875335	876663	['ECK0824', 'yliF']
rimO	876710	878035	['ECK0825', 'yliG']
bssR	878248	878631	['ECK0826', 'yliH']
yliI	878742	879857	['ECK0827']
gstB	879854	880480	['ECK0828', 'yliJ']
dacC	880727	881929	['ECK0829']
deoR	881976	882734	['ECK0830', 'nucR']
ybjG	882792	883388	['ECK0831']
mdfA	883673	884905	['cmlA', 'cmr', 'ECK0832']
ybjH	884946	885230	['ECK0833']
ybjI	885316	886131	['ECK0834']
ybjJ	886131	887339	['ECK0835']
rcdA	887423	887959	['ECK0836', 'ybjK']
rybB	887979	888057	['ECK0837', 'p25']
ybjL	888134	889819	['ECK0838']
ybjM	890089	890466	['ECK0839']
grxA	890496	890753	['ECK0840', 'grx']
ybjC	890913	891200	['ECK0841']
nfsA	891184	891906	['ECK0842', 'mda18', 'mdaA', 'ybjB']
rimK	891967	892869	['ECK0843', 'nek']
ybjN	892957	893433	['ECK0844']
potF	893784	894896	['ECK0845']
potG	894991	896124	['ECK0846']
potH	896134	897087	['ECK0847']
potI	897084	897929	['ECK0848']
ybjO	897989	898477	['ECK0849']
rlmC	898518	899645	['ECK0850', 'rumB', 'ybjF']
artJ	899844	900575	['ECK0851']
artM	900866	901534	['ECK0852']
artQ	901534	902250	['ECK0853']
artI	902257	902988	['ECK0854']
artP	903006	903734	['ECK0855']
ybjP	903952	904467	['ECK0856']
ybjQ	904593	904916	['ECK0857']
amiD	904913	905743	['ECK0858', 'ybjR']
ybjS	905740	906753	['ECK0859']
ybjT	906852	908282	['ECK0860']
ltaE	908293	909294	['ECK0861', 'ltaA', 'ybjU']
poxB	909331	911049	['ECK0862']
hcr	911182	912150	['ECK0863', 'ybjV']
hcp	912162	913814	['ECK0864', 'priS', 'ybjW']
lysO	913958	914857	['ECK0865', 'ybjE']
aqpZ	915352	916047	['bniP', 'ECK0866']
ybjD	916473	918131	['ECK0867']
ybjX	918128	919120	['ECK0868']
macA	919235	920350	['ECK0869', 'ybjY']
macB	920347	922293	['ECK0870', 'ybjZ']
cspD	922366	922590	['cspH', 'ECK0871', 'ybjA']
yljB	922740	922814	['ECK4627']
clpS	922913	923233	['ECK0872', 'yljA']
clpA	923264	925540	['ECK0873', 'lopD']
serW	925884	925971	['ECK0874']
infA	926225	926443	['bypA1', 'ECK0875']
aat	926728	927432	['ECK0876', 'ycaA']
cydC	927474	929195	['ECK0877', 'mdrA', 'mdrH', 'surB', 'ycaB']
cydD	929196	930962	['ECK0878', 'htrD']
trxB	931085	932050	['ECK0879', 'trxR']
lrp	932595	933089	['alsB', 'ECK0880', 'ihb', 'livR', 'lrs', 'lss', 'lstR', 'mbf', 'oppI', 'rblA']
ftsK	933224	937213	['dinH', 'ECK0881']
lolA	937372	937983	['ECK0882', 'lplA', 'yzzV']
rarA	937994	939337	['ECK0883', 'mgsA', 'ycaJ']
serS	939428	940720	['ECK0884']
dmsA	940959	943403	['ECK0885']
dmsB	943414	944031	['ECK0886']
dmsC	944033	944896	['ECK0887']
ycaC	944931	945557	['ECK0888']
ycaD	945871	947019	['ECK0889']
ycaM	947229	948659	['ECK0890']
ycaN	948660	949568	['ECK0891']
ycaK	949668	950258	['ECK0892']
pflA	950340	951080	['act', 'ECK0893']
pflB	951272	953554	['ECK0894', 'pfl']
focA	953609	954466	['ECK0895', 'ycaE']
ycaO	954872	956632	['ECK0896']
ycaP	956762	957454	['ECK0897']
serC	957653	958741	['ECK0898', 'pdxC', 'pdxF']
aroA	958812	960095	['ECK0899']
ycaL	960264	961028	['ECK0900']
cmk	961201	961884	['ECK0901', 'mssA', 'ycaF', 'ycaG']
rpsA	961995	963668	['ECK0902', 'ssyF']
ihfB	963828	964112	['ECK0903', 'himD', 'hip']
ycaI	964320	966584	['ECK0904']
msbA	966621	968369	['ECK0905']
lpxK	968366	969352	['ECK0906', 'ycaH']
ycaQ	969389	970621	['alkZ', 'ECK0907']
ycaR	970673	970855	['ECK0908']
kdsB	970852	971598	['ECK0909']
ycbJ	971752	972645	['ECK0910']
elyC	972622	973401	['ECK0911', 'ycbC']
cmoM	973537	974322	['ECK0912', 'smtA', 'ycbD']
mukF	974319	975641	['ECK0913', 'kicB']
mukE	975622	976326	['ECK0914', 'kicA', 'ycbA']
mukB	976326	980786	['ECK0915']
ldtD	981047	982894	['ECK0916', 'ycbB']
mepK	983075	983623	['ECK0917', 'ycbK']
gloC	983650	984297	['ECK0918', 'ycbL']
aspC	984519	985709	['ECK0919']
ompF	985894	986982	['cmlB', 'cry', 'ECK0920', 'nfxB', 'tolF']
asnS	987585	988985	['ECK0921', 'lcs', 'tss']
pncB	989154	990356	['ECK0922']
pepN	990622	993234	['ECK0923']
ssuB	993277	994044	['ECK0924', 'ycbE']
ssuC	994041	994832	['ECK0925', 'ycbM']
ssuD	994843	995988	['ECK0926', 'ssi6', 'ycbN']
ssuA	995985	996944	['ECK0927', 'ycbO']
ssuE	996937	997512	['ECK0928', 'ssi4', 'ycbP']
elfA	997868	998407	['ECK0929', 'ycbQ']
elfD	998490	999191	['ECK0930', 'ycbR']
elfC	999216	1001816	['ECK0931', 'ycbS']
elfG	1001807	1002877	['ECK0932', 'ycbT']
ycbU	1002889	1003431	['ECK0933']
ycbV	1003439	1003954	['ECK0934']
ycbF	1003947	1004657	['ECK0935']
pyrD	1004768	1005778	['ECK0936']
zapC	1005952	1006494	['ECK0937', 'ycbW']
ycbX	1006491	1007600	['ECK0938']
rlmL	1007844	1009952	['ECK0939', 'rlmK', 'rlmKL', 'ycbY']
uup	1009964	1011871	['ECK0940', 'ycbH', 'ycbI']
pqiA	1012001	1013254	['ECK0941', 'pqi5', 'pqi5A']
pqiB	1013259	1014899	['ECK0942', 'pqi5', 'pqi5B']
pqiC	1014896	1015459	['ECK0943', 'ymbA']
rmf	1015715	1015882	['ECK0944', 'res', 'rimF']
fabA	1015952	1016470	['ECK0945']
ycbZ	1016539	1018299	['ECK0946']
matP	1018485	1018937	['ECK0947', 'ycbG']
ompA	1019013	1020053	['con', 'ECK0948', 'tolG', 'tut']
sulA	1020410	1020919	['ECK0949', 'sfiA', 'suf']
sxy	1021138	1021767	['ECK0950', 'yccR']
yccS	1021730	1023883	['ECK0951']
yccF	1023902	1024348	['ECK0952']
helD	1024471	1026525	['ECK0953', 'srjB']
mgsA	1026557	1027015	['ECK0954', 'mgs', 'yccG']
yccT	1027111	1027773	['ECK0955']
yccU	1027946	1028359	['ECK0956']
hspQ	1028404	1028721	['ECK0957', 'yccV']
rlmI	1028779	1029969	['ECK0958', 'yccW']
yccX	1030064	1030342	['ECK0959']
tusE	1030339	1030668	['ECK0960', 'yccK']
yccA	1030759	1031418	['ECK0961']
serT	1031625	1031712	['divE', 'ECK0962']
hyaA	1032139	1033257	['ECK0963']
hyaB	1033254	1035047	['ECK0964']
hyaC	1035066	1035773	['cybH', 'ECK0965']
hyaD	1035770	1036357	['ECK0966']
hyaE	1036354	1036752	['ECK0967']
hyaF	1036749	1037606	['ECK0968']
appC	1037740	1039284	['cbdA', 'cyxA', 'ECK0969']
appB	1039296	1040432	['cbdB', 'cyxB', 'ECK0970']
appX	1040445	1040537	['cbdX', 'ECK4402', 'yccB']
appA	1040617	1041915	['ECK0971']
etk	1042030	1044210	['ECK0972', 'yccC']
etp	1044230	1044676	['ECK0973', 'yccY']
gfcE	1044664	1045803	['ECK0974', 'yccZ']
gfcD	1045849	1047945	['ECK0975', 'ymcA']
gfcC	1047945	1048691	['ECK0976', 'ymcB']
gfcB	1048688	1049332	['ECK0977', 'ymcC']
gfcA	1049439	1049744	['ECK0978', 'ymcD']
insA4	1049833	1050108	['ECK0023']
insB4	1050027	1050530	['ECK0022']
cspH	1050963	1051175	['cspK', 'ECK0979']
cspG	1051461	1051673	['ECK0980']
ymcF	1051684	1051872	['ECK4580']
ymcE	1051847	1052077	['ECK0981']
gnsA	1052067	1052240	['ECK0982', 'sfa', 'yccL']
yccM	1052289	1053362	['ECK0983']
torS	1053434	1056178	['ECK0984', 'yccI']
torT	1056261	1057289	['ECK0985', 'yccH']
torR	1057262	1057954	['ECK0986']
torC	1058084	1059256	['ECK0987']
torA	1059256	1061802	['ECK0988']
torD	1061799	1062398	['ECK0989']
cbpM	1062550	1062855	['ECK0990', 'yccD']
cbpA	1062855	1063775	['ECK0991']
yccE	1064036	1065292	['ECK0992']
agp	1065585	1066826	['ECK0993']
yccJ	1066864	1067091	['ECK0994']
wrbA	1067112	1067708	['ECK0995']
ymdF	1068081	1068254	['ECK0996']
rutG	1068511	1069839	['ECK0997', 'ycdG']
rutF	1069860	1070354	['ECK0998', 'ycdH']
rutE	1070365	1070955	['ECK0999', 'ycdI']
rutD	1070965	1071765	['ECK1000', 'ycdJ']
rutC	1071773	1072159	['ECK1001', 'ycdK']
rutB	1072171	1072863	['ECK1002', 'ycdL']
rutA	1072863	1074011	['ECK1003', 'ycdM']
rutR	1074242	1074880	['ECK1004', 'ycdC']
putA	1074920	1078882	['ECK1005', 'poaA', 'putC']
ymdG	1079120	1079146	['ECK4594']
putP	1079305	1080813	['ECK1006', 'putC']
efeU	1081356	1082185	['b1016', 'b1017', 'ECK1007', 'ycdN']
efeO	1082243	1083370	['ECK1008', 'ycdO']
efeB	1083376	1084647	['ECK1009', 'ycdB']
phoH	1084992	1086056	['ECK1010', 'psiH']
pgaD	1086106	1086519	['ECK1011', 'hmsS', 'ycdP']
pgaC	1086521	1087846	['ECK1012', 'hmsR', 'ycdQ']
pgaB	1087839	1089857	['ECK1013', 'hmsF', 'ycdR']
pgaA	1089866	1092289	['ECK1014', 'hmsH', 'ycdS']
dgcT	1092876	1094234	['ECK1015', 'ycdT']
insF4	1094275	1095141	['ECK0299', 'tra5-3']
insE4	1095138	1095437	['ECK0298']
ymdE	1095544	1095846	['ECK1016']
ycdU	1095843	1096829	['ECK1017']
serX	1097565	1097652	['ECK1018']
ghrA	1097886	1098824	['ECK1019', 'ycdW']
ycdX	1098879	1099616	['ECK1020']
ycdY	1099640	1100194	['ECK1021']
ycdZ	1100296	1100787	['ECK1022', 'nupT']
csgG	1100851	1101684	['ECK1023']
csgF	1101711	1102127	['ECK1024']
csgE	1102152	1102541	['ECK1025']
csgD	1102546	1103196	['ECK1026']
csgB	1103951	1104406	['ECK1027']
csgA	1104447	1104902	['ECK1028']
csgC	1104961	1105293	['ECK1029', 'ycdE']
ymdA	1105414	1105725	['ECK1030']
ymdB	1105820	1106353	['ECK1031']
clsC	1106355	1107776	['ECK1032', 'ymdC']
opgC	1107784	1108941	['ECK1033', 'mdoC', 'ymdD']
opgG	1109335	1110870	['ECK1034', 'mdoA', 'mdoG']
opgH	1110863	1113406	['ECK1035', 'mdoA', 'mdoH']
yceK	1113579	1113806	['ECK1036']
msyB	1113807	1114181	['ECK1037']
mdtG	1114264	1115490	['ECK1038', 'yceE']
lpxL	1115662	1116582	['ECK1039', 'htrB', 'waaM']
trhO	1116807	1117859	['ECK1040', 'yceA']
yceI	1117901	1118476	['ECK1041']
yceJ	1118480	1119046	['ECK1042']
yceO	1119307	1119447	['ECK1043']
solA	1119468	1120586	['ECK1044']
bssS	1120701	1120955	['ECK1045', 'yceP']
dinI	1121242	1121487	['ECK1046']
pyrC	1121561	1122607	['ECK1047']
yceB	1122713	1123273	['ECK1048']
grxB	1123407	1124054	['ECK1049']
mdtH	1124118	1125326	['ECK1050', 'yceL']
rimJ	1125562	1126146	['ECK1051', 'tcp']
yceH	1126157	1126804	['ECK1052']
yceM	1126806	1127729	['ECK1053', 'mviM']
murJ	1127839	1129374	['ECK1054', 'mviN', 'yceN']
flgN	1129414	1129830	['ECK1055']
flgM	1129835	1130128	['ECK1056']
flgA	1130204	1130863	['ECK1057', 'flaU']
flgB	1131018	1131434	['ECK1058', 'flbA']
flgC	1131438	1131842	['ECK1059', 'flaW']
flgD	1131854	1132549	['ECK1060', 'flaV']
flgE	1132574	1133782	['ECK1061', 'flaK']
flgF	1133802	1134557	['ECK1062', 'flaX']
flgG	1134729	1135511	['ECK1063', 'flaL']
flgH	1135564	1136262	['ECK1064', 'flaY']
flgI	1136274	1137371	['ECK1065', 'flaM']
flgJ	1137371	1138312	['ECK1066', 'flaZ']
flgK	1138378	1140021	['ECK1067', 'flaS']
flgL	1140033	1140986	['ECK1068', 'flaT']
flgO	1140986	1141063	['ECK4683']
rne	1141182	1144367	['ams', 'ECK1069', 'hmp1', 'smbB']
yceQ	1144502	1144822	['ECK1070']
rluC	1144940	1145899	['ECK1071', 'yceC']
yceF	1146011	1146595	['ECK1072']
sraB	1146589	1146757	['ECK1073', 'pke20', 'psrA4', 'psrD']
yceD	1146794	1147315	['ECK1074']
rpmF	1147367	1147540	['ECK1075']
plsX	1147621	1148691	['ECK1076']
fabH	1148759	1149712	['ECK1077']
fabD	1149728	1150657	['ECK1078', 'tfpA']
fabG	1150670	1151404	['ECK1079']
acpP	1151615	1151851	['ECK1080']
fabF	1151939	1153180	['cvc', 'ECK1081', 'fabJ', 'vtr', 'vtrB']
pabC	1153300	1154109	['ECK1082']
mltG	1154112	1155134	['ECK1083', 'yceG']
tmk	1155124	1155765	['ECK1084', 'ycfG']
holB	1155762	1156766	['ECK1085']
ycfH	1156777	1157574	['ECK1086']
ptsG	1157869	1159302	['car', 'cat', 'catB2', 'CR', 'ECK1087', 'glcA', 'gptA', 'tgl', 'umg', 'umgC']
fhuE	1159362	1161551	['ECK1088']
hinT	1161885	1162244	['ECK1089', 'ycfF']
ycfL	1162247	1162624	['ECK1090']
lpoB	1162638	1163279	['ECK1091', 'ycfM']
thiK	1163260	1164084	['ECK1092', 'ycfN']
nagZ	1164095	1165120	['ECK1093', 'ycfO']
ycfP	1165143	1165685	['ECK1094']
ndh	1166085	1167389	['ECK1095']
ycfJ	1167599	1168138	['ECK1096']
comR	1168200	1168832	['ECK1097', 'ycfQ']
bhsA	1169073	1169330	['comC', 'ECK1098', 'ycfR']
bhsB	1169303	1169402	['ECK4689']
ldtC	1169412	1170374	['ECK1099', 'ycfS']
mfd	1170518	1173964	['ECK1100']
ycfT	1174092	1175165	['ECK1101']
lolC	1175427	1176626	['ECK1102', 'ycfU']
lolD	1176619	1177320	['ECK1103', 'ycfV']
lolE	1177320	1178564	['ECK1104', 'ycfW']
nagK	1178593	1179504	['ECK1105', 'ycfX']
