geneid	start	synonyms
ryfA	2653855	['ECK2518', 'PAIR3b', 'tp1']
timP	2654001	['ECK4669']
sseB	2654157	['ECK2519']
pepB	2655075	['ECK2520', 'yfhI']
iscX	2656536	['ECK2521', 'yfhJ']
fdx	2656748	['ECK2522']
hscA	2657085	['ECK2523', 'hsc']
hscB	2658952	['ECK2524', 'yfhE']
iscA	2659563	['ECK2525', 'yfhF']
iscU	2659903	['ECK2526', 'nifU', 'yfhN']
iscS	2660317	['ECK2527', 'nuvC', 'yfhO', 'yzzO']
iscR	2661643	['ECK2528', 'yfhP']
trmJ	2662583	['ECK2529', 'yfhQ']
suhB	2663442	['ECK2530', 'ssyA']
yfhR	2664390	['ECK2531']
csiE	2665435	['csi-16', 'ECK2532']
hcaT	2666707	['ECK2533', 'yfhS']
hcaR	2668006	['ECK2534', 'phdR', 'yfhT']
iroK	2668006	['ECK4518']
hcaE	2669032	['digA', 'ECK2535', 'hcaA', 'hcaA1', 'phdC1', 'yfhU']
hcaF	2670390	['digB', 'ECK2536', 'hcaA', 'hcaA2', 'hcaB', 'phdC2', 'yfhV']
hcaC	2670908	['ECK2537', 'hcaa3', 'phdB', 'yfhW']
hcaB	2671225	['ECK2538', 'phdD', 'yfhX']
hcaD	2672047	['ECK2539', 'hcaa4', 'phdA', 'yfhY']
yphA	2673346	['ECK2540']
yphB	2673816	['ECK2541']
yphC	2674700	['ECK2542']
yphD	2675827	['ECK2543']
yphE	2676850	['ECK2544']
yphF	2678384	['ECK2545']
yphG	2679464	['ECK2546']
yphH	2682863	['ECK2547']
glyA	2684254	['ECK2548']
hmp	2685835	['ECK2549', 'fsrB', 'hmpA']
glnB	2687070	['ECK2550']
glrR	2687469	['ECK2551', 'qseF', 'yfhA']
qseG	2688793	['ECK2552', 'yfhG']
glrK	2689671	['ECK2553', 'qseE', 'yfhK', 'yfhZ']
glmY	2691157	['ECK2554', 'sroF', 'tke1']
purL	2691656	['ECK2555', 'purI']
mltF	2695801	['ECK2556', 'yfhD']
tadA	2697354	['ECK2557', 'yfhC']
pgpC	2697915	['ECK2558', 'yfhB']
yfhH	2698759	['ECK2559']
yfhL	2699663	['ECK2560']
shoB	2700117	['b4681', 'ECK4502', 'ryfB', 'yphI']
ohsC	2700520	['ECK4417', 'ryfC']
acpS	2700618	['dpj', 'ECK2561']
pdxJ	2700998	['ECK2562']
recO	2701741	['ECK2563']
era	2702481	['ECK2564', 'rbaA', 'sdgE']
rnc	2703383	['ECK2565']
lepB	2704335	['ECK2566', 'lep']
lepA	2705325	['ECK2567']
rseC	2707322	['ECK2568']
rseB	2707798	['ECK2569']
rseA	2708754	['ECK2570', 'mclA', 'yfiJ']
rpoE	2709437	['ECK2571', 'sigE']
rseD	2710009	['ECK4582']
nadB	2710420	['ECK2572', 'nic', 'nicB']
yfiC	2712027	['ECK2573', 'trmM']
srmB	2712896	['ECK2574', 'rbaB', 'rhlA']
yfiE	2714439	['ECK2575']
eamB	2715423	['ECK2576', 'yfiK']
grcA	2716066	['ECK2577', 'yfiD']
ung	2716754	['ECK2578']
yfiF	2717491	['ECK2579']
trxC	2718735	['ECK2580', 'yfiG']
tapT	2719223	['ECK2581', 'tuaA', 'yfiP']
patZ	2719953	['ECK2582', 'pka', 'yfiQ']
pssL	2722702	['ECK4639']
pssA	2722727	['ECK2583', 'pss']
yfiM	2724128	['ECK2584']
kgtP	2724448	['ECK2585', 'witA']
yfiS	2725925	['ECK4639']
rrfG	2726069	['ECK2586']
rrlG	2726281	['ECK2587']
gltW	2729369	['ECK2588']
rrsG	2729616	['ECK2589']
clpB	2731600	['ECK2590', 'htpM']
ryfD	2734153	['ECK4418']
yfiH	2734303	['ECK2591', 'pgeF']
rluD	2735031	['ECK2592', 'sfhB', 'yfiI']
bamD	2736146	['ecfD', 'ECK2593', 'yfiO']
raiA	2737154	['ECK2594', 'pY', 'urf1', 'yfiA']
raiZ	2737381	['ECK4662']
pheL	2737599	['ECK2595', 'pheAE']
pheA	2737745	['ECK2596']
tyrA	2738948	['ECK2597']
aroF	2740080	['ECK2598']
yfiL	2741360	['ECK2599']
yfiR	2741875	['ECK2600']
dgcN	2742383	['ECK2601', 'yfiN']
yfiB	2743625	['ECK2602']
rplS	2744183	['ECK2603']
trmD	2744572	['ECK2604']
rimM	2745370	['ECK2605', 'yfjA']
rpsP	2745937	['ECK2606']
ffh	2746434	['ECK2607']
ypjD	2747962	['ECK2608']
yfjD	2748774	['b2612', 'b2613', 'ECK2609', 'ypjE']
grpE	2750115	['ECK2610']
nadK	2750831	['ECK2611', 'yfjB', 'yfjE']
recN	2751795	['ECK2612', 'radB']
bamE	2753605	['ECK2613', 'smpA', 'smqA']
yfjF	2754008	['ECK2614', 'ratB']
ratA	2754288	['ECK2615', 'yfjG']
smpB	2754896	['ECK2616', 'smqB']
ssrA	2755593	['ECK2617', 'sipB']
intA	2756159	['ECK2618', 'intX', 'slpA']
yfjH	2757644	['ECK2619']
alpA	2758644	['ECK2620']
yfjI	2758985	['ECK2621']
yfjJ	2760547	['ECK2622']
abpB	2761351	['ECK2623', 'yfjK']
abpA	2763537	['ECK2624', 'yfjL']
yfjM	2765513	['ECK2625']
rnlA	2765918	['ECK2626', 'std', 'yfjN']
rnlB	2766984	['ECK2627', 'yfjO']
yfjP	2767710	['ECK2628']
yfjQ	2768665	['ECK2629']
yfjR	2769703	['ECK2630']
ypjK	2770445	['ECK2631']
yfjS	2770681	['ECK2632']
yfjT	2771148	['ECK2633']
yfjU	2771840	['ECK2634']
yfjV	2772167	['b2639', 'b2640', 'ECK2635', 'ECK2636', 'ECK2637', 'ypjL', 'ypjM']
yfjW	2773318	['ECK2638']
ypjI	2775545	['ECK4438']
yfjX	2775919	['ECK2639']
yfjY	2776386	['ECK2640']
ypjJ	2776877	['ECK2641']
yfjZ	2777115	['ECK2642']
ypjF	2777453	['ECK2643']
psaA	2777972	['ECK4465']
ypjA	2778146	['ECK2644']
pinH	2783065	['ECK2645', 'ypjG']
ypjB	2783638	['ECK2646']
ypjC	2784529	['ECK2647']
ileY	2785762	['ECK2648']
ygaQ	2786397	['b2654', 'b2655', 'b2656', 'b2657', 'b2658', 'ECK2649', 'G7391', 'G7392', 'G7393', 'ygaR', 'yqaC', 'yqaD']
glaH	2788985	['csi-12', 'csiD', 'ECK2653', 'ygaT']
lhgD	2789982	['ECK2654', 'lhgO', 'ygaF']
gabD	2791273	['ECK2655']
gabT	2792735	['ECK2656']
gabP	2794253	['ECK2657']
glaR	2795674	['csiR', 'ECK2658', 'gabC', 'ygaE']
kbp	2796337	['ECK2659', 'ygaU', 'yzzM']
yqaE	2796870	['ECK2660']
ygaV	2797211	['ECK2661']
ygaP	2797520	['ECK2662']
stpA	2798091	['ECK2663', 'hnsB']
alaE	2799164	['ECK2664', 'ygaW']
ygaC	2799650	['ECK2665']
ygaM	2800146	['ECK2666']
nrdH	2800723	['ECK2667', 'ygaN']
nrdI	2800965	['ECK2668', 'ygaO']
nrdE	2801348	['ECK2669']
nrdF	2803502	['ECK2670', 'ygaD']
proV	2804815	['ECK2671', 'osrA', 'proU']
proW	2806010	['ECK2672', 'osrA', 'proU']
proX	2807132	['ECK2673', 'osrA', 'proU']
ygaY	2808316	['b2680', 'ECK2674', 'ECK2675', 'ygaX']
ygaZ	2809617	['ECK2676']
ygaH	2810344	['ECK2677']
mprA	2810770	['ECK2678', 'emrR']
emrA	2811427	['ECK2679']
emrB	2812616	['ECK2680']
luxS	2814218	['ECK2681', 'ygaG']
micA	2814802	['ECK2682', 'psrA10', 'sraD']
gshA	2814883	['ECK2683', 'gsh-I']
yqaA	2816512	['ECK2684']
yqaB	2816937	['ECK2685']
argQ	2817784	['argVdelta', 'ECK2686']
argZ	2818059	['argVgamma', 'ECK2687']
argY	2818198	['argVbeta', 'ECK2688']
argV	2818473	['argValpha', 'ECK2689']
serV	2818553	['ECK2690', 'supD']
csrA	2818961	['ECK2691', 'zfiA']
alaS	2819381	['act', 'ala-act', 'ECK2692', 'lovB']
recX	2822139	['ECK2693', 'oraA']
recA	2822708	['ECK2694', 'lexB', 'recH', 'rnmB', 'srf', 'tif', 'umuB', 'zab']
pncC	2823849	['ECK2695', 'ygaD']
mltB	2824491	['ECK2696', 'slt']
srlA	2825832	['ECK2697', 'gutA', 'sbl', 'srlA-1']
srlE	2826392	['ECK2698', 'gutA', 'gutE', 'sbl', 'srlA', 'srlA-2']
srlB	2827362	['ECK2699', 'gutB']
srlD	2827737	['ECK2700', 'gutD']
gutM	2828621	['ECK2701', 'gut', 'srlM']
srlR	2829047	['ECK2702', 'gutR']
gutQ	2829813	['ECK2703', 'srlQ']
norR	2830775	['ECK2704', 'ygaA']
norV	2832476	['ECK2705', 'ygaI', 'ygaJ', 'ygaK']
norW	2833912	['ECK2706', 'ygaL', 'ygbD']
hypF	2835173	['ECK2707', 'hydA']
hydN	2837578	['ECK2708']
ascG	2838254	['ECK2709', 'sac']
ascF	2839524	['ECK2710', 'sac']
ascB	2840990	['ECK2711', 'sac']
hycI	2842573	['ECK2712']
hycH	2843036	['ECK2713', 'hevH']
hycG	2843443	['ECK2714', 'hevG']
hycF	2844210	['ECK2715', 'hevF']
hycE	2844762	['ECK2716', 'hevE']
hycD	2846489	['ECK2717', 'hevD']
hycC	2847415	['ECK2718', 'hevC']
hycB	2849238	['ECK2719', 'hevB']
hycA	2849974	['ECK2720', 'hevA']
hypA	2850647	['ECK2721']
hypB	2851001	['ECK2722', 'hydB']
hypC	2851864	['ECK2723']
hypD	2852136	['ECK2724', 'hydF']
hypE	2853254	['ECK2725', 'hydB']
fhlA	2854338	['ECK2726', 'fhl']
ygbA	2856453	['ECK2727']
mutS	2857093	['ant', 'ECK2728', 'fdv', 'plm']
pphB	2859760	['ECK2729', 'prpB', 'ygbH']
ygbI	2860467	['ECK2730']
ygbJ	2861430	['ECK2731']
ygbK	2862335	['ECK2732']
ygbL	2863593	['ECK2733']
ygbM	2864236	['ECK2734']
ygbN	2865101	['ECK2735']
rpoS	2866559	['abrD', 'appR', 'csi2', 'dpeB', 'ECK2736', 'katF', 'nur', 'otsX', 'sigS']
nlpD	2867614	['ECK2737']
pcm	2868893	['ECK2738']
umpG	2869513	['ECK2739', 'surE', 'ygbC']
truD	2870255	['ECK2740', 'ygbO']
ispF	2871301	['ECK2741', 'ygbB']
ispD	2871780	['ECK2742', 'ygbP']
ftsB	2872509	['ECK2743', 'ygbQ']
ygbE	2873014	['ECK2744']
cysC	2873387	['ECK2745']
cysN	2873992	['ECK2746']
cysD	2875421	['ECK2747']
iap	2876581	['ECK2748']
cas	2878569	['ECK2749', 'ygbF']
casE	2879788	['cas6e', 'cse3', 'ECK2751', 'ygcH']
casD	2880374	['cas5e', 'ECK2752', 'ygcI']
casC	2881051	['cas7', 'cse4', 'ECK2753', 'ygcJ']
casB	2882155	['cse2', 'ECK2754', 'ygcK']
casA	2882630	['cse1', 'ECK2755', 'ygcL']
cas	2884553	['ECK2756', 'ygcB']
sokX	2887353	['ECK4514']
cysH	2887578	['ECK2757']
cysI	2888387	['ECK2758']
cysJ	2890099	['ECK2759']
queD	2892214	['ECK2760', 'sscR', 'ygcM']
ygcN	2892657	['ECK2761']
ygcO	2893919	['ECK2762']
ygcP	2894196	['ECK2763']
ygcQ	2894919	['ECK2764']
ygcR	2895776	['ECK2765']
ygcS	2896533	['ECK2766']
ygcU	2897964	['b2772', 'b2773', 'ECK2767', 'ygcT', 'ygcV']
ygcW	2899488	['ECK2768']
yqcE	2900592	['ECK2769', 'yqcF']
ygcE	2901896	['ECK2770']
queE	2904747	['ECK2771', 'ygcF']
yqcG	2905557	['ECK4497']
ygcG	2905711	['ECK2772']
eno	2906643	['ECK2773']
pyrG	2908029	['ECK2774']
mazG	2909894	['ECK2775']
mazF	2910756	['chpA', 'chpAK', 'ECK2776']
mazE	2911091	['chpAI', 'chpR', 'ECK2777']
relA	2911417	['ECK2778', 'RC']
rlmD	2913699	['ECK2779', 'rumA', 'ygcA']
barA	2915057	['airS', 'ECK2780']
gudD	2918045	['ECK2781', 'ygcX']
gudX	2919406	['ECK2782', 'ygcY']
gudP	2920748	['ECK2783', 'gudT', 'ygcZ']
yqcA	2922535	['ECK2784']
truC	2923002	['ECK2785', 'yqcB']
yqcC	2923784	['ECK2786']
csrB	2924156	['ECK2787']
syd	2924735	['ECK2788', 'ydr']
queF	2925348	['ECK2789', 'yqcD']
ppnN	2926308	['ECK2790', 'ygdH']
sdaC	2928229	['dcrA', 'ECK2791']
sdaB	2929576	['ECK2792']
ygdG	2931055	['ECK2793', 'exo', 'xni']
fucO	2931865	['ECK2794']
fucA	2933041	['ECK2795', 'fucC', 'prd']
fucP	2934235	['ECK2796']
fucI	2935584	['ECK2797']
fucK	2937468	['ECK2798']
fucU	2938888	['ECK2799']
fucR	2939368	['ECK2800']
rlmM	2940143	['ECK2801', 'ygdE']
ygdD	2941236	['ECK2802']
gcvA	2941650	['ECK2803']
gcvB	2942696	['ECK2804', 'IS145', 'psrA11']
ygdI	2942918	['ECK2805']
csdA	2943337	['ECK2806', 'ygdJ']
csdE	2944542	['ECK2807', 'ygdK']
tcdA	2945036	['csdL', 'ECK2808', 'ygdL']
mltA	2946081	['ECK2809', 'mlt', 'ygdM']
metZ	2947387	['ECK2810', 'metZalpha']
metW	2947497	['ECK2811']
metV	2947607	['ECK2812', 'metX', 'metZ-beta', 'metZb', 'metZbeta']
amiC	2947757	['ECK2813', 'ygdN']
argA	2949242	['Arg1', 'Arg2', 'ECK2814']
recD	2950635	['ECK2815', 'hopE']
recB	2952461	['ECK2816', 'ior', 'rorA']
ptrA	2955996	['ECK2817', 'ptr']
recC	2959060	['ECK2818']
ppdC	2962441	['ECK2819', 'ygdA']
ygdB	2962749	['ECK2820']
ppdB	2963153	['ECK2821', 'ygdC']
ppdA	2963707	['ECK2822']
thyA	2964361	['ECK2823']
lgt	2965162	['ECK2824', 'umpA']
ptsP	2966188	['ECK2825', 'ygdF', 'ygdO']
rppH	2968447	['ECK2826', 'nudH', 'ygdP']
ygdT	2969330	['ECK4419']
mutH	2969662	['ECK2827', 'mutR', 'prv']
ygdQ	2970420	['ECK2828']
ygdR	2971271	['ECK2829']
tas	2971597	['ECK2830', 'ygdS']
lplT	2972669	['ECK2831', 'ygeD']
aas	2973855	['ECK2832']
omrA	2976102	['ECK2833', 'PAIR2a', 'psrA12', 'rygA', 'sraE', 't59']
omrB	2976304	['ECK2834', 'PAIR2b', 'rygB', 't59']
galR	2976599	['ECK2835', 'Rgal']
lysA	2977637	['ECK2836']
lysR	2979021	['ECK2837']
ygeA	2979943	['ECK2838']
araE	2980764	['ECK2839']
kduD	2982497	['ECK2840', 'ygeC', 'yqeD']
kduI	2983288	['ECK2841', 'yqeE']
yqeF	2984411	['ECK2842']
yqeG	2985847	['ECK2843']
yqeH	2987536	['ECK2844']
yqeI	2988502	['ECK2845']
yqeJ	2989304	['ECK2846']
yqeL	2989819	['ECK4498']
yqeK	2989935	['ECK2847']
ygeF	2990554	['ECK2848']
ygeG	2991268	['ECK2849']
ygeH	2992094	['ECK2850']
ygeI	2993638	['ECK2851']
pbl	2993939	['ECK2852', 'ygeJ']
ygeK	2994460	['ECK2853']
ygeL	2994937	['ECK2854']
ygeN	2995314	['b2857', 'ECK2855', 'ECK2856', 'ygeM']
ygeO	2995962	['ECK2857']
insD	2996372	['ECK0358', 'yi22-4']
insC	2997235	['ECK0357', 'yi21-4']
ygeP	2997689	['ECK2858']
ygeQ	2998034	['ECK2859']
glyU	2998984	['ECK2860', 'suA36', 'sufD', 'sumA', 'sumB', 'supT']
actS	2999136	['ECK2861', 'ygeR']
xdhA	3000345	['ECK2862', 'ygeS']
xdhB	3002614	['ECK2863', 'ygeT']
xdhC	3003489	['ECK2864', 'ygeU']
ygeV	3004008	['ECK2865']
ygeW	3006262	['ECK2866']
ygeX	3007510	['ECK2867']
ygeY	3008764	['ECK2868']
hyuA	3010028	['ECK2869', 'ygeZ']
yqeA	3011461	['ECK2870']
yqeB	3012614	['ECK2871']
yqeC	3014287	['ECK2872']
mocA	3015160	['ECK2873', 'ygfJ']
ygfK	3016060	['ECK2874']
ssnA	3019161	['ECK2875', 'ygfL']
ygfM	3020540	['ECK2876']
xdhD	3021316	['ECK2877', 'ygfN']
xanQ	3024351	['ECK2878', 'ygfO']
guaD	3025766	['ECK2879', 'ygfP']
ghxQ	3027121	['b2884', 'b2885', 'ECK2880', 'ygfQ', 'ygfR']
ygfS	3028524	['ECK2881']
ygfT	3029012	['ECK2882']
uacT	3031367	['ECK2883', 'ygfU']
yqfG	3032817	['ECK4499']
yqfH	3032939	['ECK4610']
idi	3033065	['ECK2884', 'ygfV']
lysS	3033657	['asuD', 'ECK2885', 'herC']
prfB	3035184	['ECK2886', 'supK']
recJ	3036373	['ECK2887']
dsbC	3038112	['ECK2888', 'xprA']
xerD	3038847	['ECK2889', 'xprB']
fldB	3039855	['ECK2890']
ygfX	3040416	['cptA', 'ECK2891']
sdhE	3040804	['cptB', 'ECK2892', 'ygfY']
ygfZ	3041313	['ECK2893', 'yzzW']
yqfA	3042489	['ECK2894']
yqfB	3043312	['ECK2895']
bglA	3043662	['bglD', 'ECK2896', 'yqfC']
ygfF	3045158	['ECK2897', 'yqfD']
gcvP	3046168	['ECK2898']
gcvH	3049160	['ECK2899', 'gcv']
gcvT	3049573	['ECK2900']
yqfI	3050958	['ECK4611']
ubiI	3051115	['ECK2901', 'visC']
ubiH	3052340	['acd', 'ECK2902', 'visB']
pepP	3053515	['ECK2903']
ygfB	3054866	['ECK2904']
zapA	3055612	['ECK2905', 'ygfE']
ssrS	3055983	['ECK2906', 'ssr']
fau	3056241	['ECK2907', 'ygfA']
sibC	3056851	['ECK2908', 'QUAD1c', 'rygC', 't27']
ibsC	3056890	['ECK4480']
serA	3057178	['ECK2909']
rpiA	3058666	['ECK2910', 'ygfC']
yqfE	3059381	['ECK2911']
argP	3059753	['ECK2912', 'iciA']
scpA	3060850	['ECK2913', 'sbm', 'yliK']
argK	3062987	['ECK2914', 'ygfD']
scpB	3063993	['ECK2915', 'ygfG']
scpC	3064802	['ECK2916', 'ygfH']
ygfI	3066277	['ECK2917']
yggE	3067340	['ECK2918']
argO	3068173	['ECK2919', 'yggA']
mscS	3068947	['ECK2920', 'yggB']
fbaA	3070165	['ald', 'ECK2921', 'fba', 'fda']
pgk	3071459	['ECK2922']
epd	3072672	['ECK2923', 'gap2', 'gapB']
yggC	3073976	['ECK2924']
fumE	3074686	['ECK2925', 'yggD']
yggF	3075217	['ECK2926', 'yggK']
yggP	3076179	['b2931', 'b2932', 'ECK2927']
cmtA	3077471	['ECK2928']
cmtB	3078887	['ECK2929', 'tolM']
tktA	3079644	['ECK2930', 'tkt']
loiP	3081913	['ECK2931', 'yggG']
speB	3082877	['ECK2932']
speA	3083935	['ECK2933']
yqgB	3085920	['ECK2934']
yqgG	3086145	['ECK4641']
yqgC	3086187	['ECK2935']
yqgD	3086399	['ECK2936']
metK	3086706	['ECK2937', 'metX']
galP	3088284	['ECK2938', 'Pgal']
yggI	3089755	['ECK2939', 'sprT']
endA	3090347	['ECK2940']
rsmE	3091134	['ECK2941', 'yggJ']
gshB	3091878	['ECK2942', 'gsh-II']
yqgE	3092937	['ECK2943']
yqgF	3093500	['ECK2944']
yggR	3094100	['ECK2945']
yggS	3095098	['ECK2946']
yggT	3095820	['ECK2947']
yggU	3096383	['ECK2948']
rdgB	3096681	['ECK2949', 'yggV']
hemW	3097267	['ECK2950', 'yggW']
yggM	3098558	['ECK2951']
ansB	3099682	['ECK2952']
yggN	3100904	['ecfF', 'ECK2953']
yggL	3101807	['ECK2954']
trmB	3102133	['ECK2955', 'trmI', 'yggH']
mutY	3103013	['ECK2956', 'micA']
yggX	3104093	['ECK2957']
mltC	3104433	['ECK2958', 'yggZ']
nupG	3105714	['ECK2959', 'gru']
speC	3107020	['ECK2960']
yqgH	3109317	['ECK4642']
yqgA	3109553	['ECK2961']
pheV	3110366	['ECK2962', 'pheC']
yghD	3110590	['ecfC', 'ECK2963']
yghE	3111128	['ecfB', 'ECK2964']
yqhJ	3111266	['ECK4643']
yghF	3112054	['ecfA', 'ECK2965']
yghG	3113067	['ECK2966']
pppA	3113543	['ECK2967', 'yghH']
yghJ	3114550	['b2973', 'b2974', 'ECK2968', 'sslE']
glcA	3119597	['ECK2969', 'yghK']
glcB	3121634	['ECK2970', 'glc']
glcG	3123827	['ECK2971', 'yghC']
glcF	3124236	['b2978', 'ECK2972', 'gox', 'yghL']
glcE	3125470	['b2978', 'ECK2973', 'gox', 'yghL']
glcD	3126522	['ECK2974', 'gox', 'yghM']
glcC	3128272	['ECK2975', 'yghN']
yghO	3129043	['ECK2976']
insH	3130214	['ECK0261', 'trs5-9', 'yi52_9']
yghQ	3131341	['ECK2977']
yghR	3132454	['ECK2978']
yghS	3133244	['ECK2979']
yghT	3134131	['ECK2980']
pitB	3134872	['ECK2981']
gss	3136663	['ECK2982', 'gsp']
yghU	3138727	['ECK2983']
hybG	3139716	['ECK2984']
hybF	3139977	['ECK2985']
hybE	3140311	['ECK2986']
hybD	3140792	['ECK2987']
hybC	3141286	['ECK2988']
hybB	3142986	['ECK2989']
hybA	3144154	['ECK2990', 'hydL']
hybO	3145143	['ECK2991', 'yghV']
yghW	3146450	['ECK2992']
yghX	3146856	['b2999', 'b3000', 'ECK2993', 'ECK2994', 'orf_f136', 'yghY']
yqhI	3147597	['ECK4612']
gpr	3147897	['ECK2995', 'mgrA', 'yghZ']
yqhA	3148977	['ECK2996']
yghA	3149662	['ECK2997']
exbD	3150818	['ECK2998']
exbB	3151250	['ECK2999']
metC	3152236	['ECK3000']
yghB	3153563	['ECK3001']
yqhC	3154262	['ECK3002']
yqhD	3155355	['ECK3003']
dkgA	3156623	['ECK3004', 'yqhE']
yqhG	3157650	['ECK3005', 'yqhF']
yqhH	3158627	['ECK3006']
ygiQ	3158927	['b3015', 'b3016', 'ECK3007', 'ygiR']
ftsP	3161257	['ECK3008', 'sufI', 'sui']
plsC	3162744	['ECK3009', 'parF']
parC	3163715	['ECK3010']
ygiS	3166111	['ECK3011']
mqsA	3167851	['ECK3012', 'ygiT']
mqsR	3168248	['ECK3013', 'ygiU']
ygiV	3168749	['ECK3014']
ygiW	3169284	['ECK3015', 'visP']
qseB	3169828	['ECK3016', 'ygiX']
qseC	3170484	['ECK3017', 'ygiY']
ygiZ	3171879	['ECK3018']
mdaB	3172530	['ECK3019', 'mda66']
ygiN	3173142	['ECK3020']
parE	3173504	['ECK3021', 'nfxD']
yqiA	3175425	['ECK3022', 'yzzI']
cpdA	3176006	['ECK3023', 'icc']
yqiB	3176858	['ECK3024', 'yzzH']
nudF	3177281	['aspP', 'ECK3025', 'trgB', 'yqiE']
tolC	3178115	['colE1-i', 'ECK3026', 'mtcB', 'mukA', 'refI', 'toc', 'weeA']
ygiB	3179744	['ECK3028']
ygiC	3180421	['ECK3029']
ygiD	3181619	['ECK3030']
zupT	3182550	['ECK3031', 'ygiE']
yqiD	3183381	['ECK4613']
ribB	3183813	['ECK3032', 'htrP', 'luxH', 'luxH-l']
ubiK	3184840	['ECK3033', 'yqiC']
ygiL	3185414	['ECK3034']
yqiG	3186025	['ECK3035']
insC	3186187	['ECK0357', 'yi21-5']
insD	3186510	['ECK0358', 'yi22-5']
yqiG	3187432	['ECK3035']
yqiH	3189881	['ECK3036']
yqiI	3190632	['ECK3037']
glgS	3191739	['ECK3038', 'scoR']
yqiJ	3192208	['ECK3039']
yqiK	3192864	['ECK3040']
sibD	3194721	['C0730', 'ECK3041', 'IS156', 'QUAD1d', 'rygD', 'tp8']
ibsD	3194766	['ECK4479']
sibE	3195097	['ECK4420', 'QUAD1e', 'rygE']
ibsE	3195141	['ECK4481']
hldE	3195320	['ECK3042', 'gmhC', 'rfaE', 'waaE', 'yqiF']
glnE	3196801	['ECK3043']
ygiF	3199664	['ECK3044']
ygiM	3201207	['ecfG', 'ECK3045', 'htrG']
cca	3201891	['ECK3046']
bacA	3203310	['ECK3047', 'uppP']
folB	3204221	['ECK3048', 'ygiG']
plsY	3204694	['ECK3049', 'ygiH']
ttdR	3205324	['dan', 'ECK3050', 'ygiP']
ttdA	3206463	['ECK3051', 'ygjA']
ttdB	3207371	['ECK3052', 'ygjB']
ttdT	3208024	['ECK3053', 'ygjC', 'ygjE']
tsaD	3209530	['ECK3054', 'gcp', 'ygjD']
rpsU	3210781	['ECK3055']
dnaG	3211107	['dnaP', 'ECK3056', 'parB', 'sdgA']
rpoD	3213047	['alt', 'ECK3057']
mug	3214967	['ECK3058', 'ygjF']
ileX	3215598	['ECK3059']
nfeF	3215727	['ECK3060', 'yqjH']
nfeR	3216779	['ECK3061', 'yqjI']
aer	3217556	['air', 'ECK3062', 'yqjJ']
patA	3219494	['ECK3063', 'oat', 'pat', 'ygjG']
ygjH	3220915	['ECK3064']
ebgR	3221466	['ECK3065']
ebgA	3222633	['ECK3066']
ebgC	3225722	['ECK3067']
ygjI	3226234	['ECK3068']
ygjJ	3227801	['ECK3069']
ygjK	3228888	['ECK3070']
fadH	3231665	['ECK3071', 'ygjL']
higA	3233728	['ECK3072', 'ygjM']
higB	3234141	['ECK3073', 'ygjN']
rlmG	3234739	['ECK3074', 'ygjO']
ygjP	3235960	['ECK3075']
ygjQ	3236540	['ECK3076']
ygjR	3237311	['ECK3077']
alx	3238580	['ECK3079', 'ygjT']
sstT	3239944	['ECK3080', 'ygjU']
ygjV	3241193	['ECK3081']
uxaA	3241827	['ECK3082', 'ygjW']
uxaC	3243329	['ECK3083', 'ygjX', 'ygjY', 'ygjZ']
exuT	3245224	['ECK3084']
exuR	3246652	['ECK3085']
yqiM	3247668	['ECK4644']
yqjA	3247773	['ecfL', 'ECK3086']
mzrA	3248439	['ecfM', 'ECK3087', 'yqjB']
yqjC	3248969	['ECK3088']
yqjD	3249375	['ECK3089']
yqjE	3249683	['ECK3090']
yqjK	3250077	['ECK3091']
yqjF	3250562	['ECK3092']
yqjG	3251024	['ECK3093']
yhaH	3252304	['ECK3094']
yhaI	3252911	['ECK3095']
yhaJ	3253318	['ECK3096']
yhaK	3254319	['ECK3097']
yhaL	3255043	['ECK3098']
cyuA	3255341	['b3108', 'b3109', 'ECK3099', 'yhaM', 'yhaN']
cyuP	3256679	['dlsT', 'ECK3100', 'yhaO']
tdcG	3258285	['b3111', 'b3112', 'ECK3101', 'sdhY', 'tdcGa', 'yhaP', 'yhaQ']
tdcF	3259721	['ECK3102', 'yhaR']
tdcE	3260124	['ECK3103', 'yhaS']
tdcD	3262452	['ECK3104', 'yhaA']
tdcC	3263686	['ECK3105']
tdcB	3265039	['ECK3106', 'tdc']
tdcA	3266127	['ECK3107']
tdcR	3267380	['ECK3108']
yhaB	3267854	['ECK3109']
yhaC	3268415	['ECK3110']
rnpB	3270216	['ECK3111']
garK	3270625	['ECK3112', 'yhaD']
garR	3271867	['ECK3113', 'yhaE']
garL	3272787	['ECK3114', 'yhaF']
garP	3273573	['ECK3115', 'yhaU']
garD	3275282	['ECK3116', 'yhaG']
prlF	3277002	['ECK3117', 'prlFA', 'sohA']
yhaV	3277337	['ECK3118']
agaR	3277856	['ECK3119', 'yhaW']
kbaZ	3278914	['agaZ', 'ECK3120', 'yhaX']
agaV	3280217	['ECK3121', 'yhaY']
agaW	3280701	['ECK3122', 'yhaZ']
agaA	3281122	['ECK3123', 'yraA']
agaS	3281976	['ECK3124', 'yraB']
kbaY	3283143	['agaY', 'ECK3125', 'kba', 'yraC']
agaB	3284170	['ECK3126', 'yraD']
agaC	3284685	['ECK3127', 'yraE']
agaD	3285478	['ECK3128', 'yraF']
agaI	3286270	['ECK3129', 'yraG']
yraH	3287426	['ECK3130']
